"Plot Title: EASY04911_12_CO_Flow_Temp_Hobo"
"#","Date Time, GMT-05:00","Volt, V (LGR S/N: 10940301, SEN S/N: 10940301, LBL: EZB CO wkg)","Volt, V (LGR S/N: 10940301, SEN S/N: 10940301, LBL: EZB CO aux)","Volt, V (LGR S/N: 10940301, SEN S/N: 10940301, LBL: Flow)","Volt, V (LGR S/N: 10940301, SEN S/N: 10940301, LBL: CO High)","Host Connected (LGR S/N: 10940301)","End Of File (LGR S/N: 10940301)"
32,11/14/24 01:43:50 PM,0.00004,0.00004,0.00004,0.00037,,
33,11/14/24 01:43:51 PM,0.00004,0.00004,0.00004,0.00037,,
34,11/14/24 01:43:52 PM,0.00004,0.00004,0.00004,0.00037,,
35,11/14/24 01:43:53 PM,0.00004,0.00004,0.00004,0.00037,,
36,11/14/24 01:43:54 PM,0.00004,0.00004,0.00004,0.00037,,
37,11/14/24 01:43:55 PM,0.00004,0.00004,0.00004,0.00037,,
38,11/14/24 01:43:56 PM,0.00004,0.00004,0.00004,0.00037,,
39,11/14/24 01:43:57 PM,0.00004,0.00004,0.00004,0.00037,,
40,11/14/24 01:43:58 PM,0.00004,0.00004,0.00004,0.00037,,
41,11/14/24 01:43:59 PM,0.00004,0.00004,0.00004,0.00037,,
42,11/14/24 01:44:00 PM,0.00004,0.00004,0.00004,0.00037,,
43,11/14/24 01:44:01 PM,0.00004,0.00004,0.00004,0.00037,,
44,11/14/24 01:44:02 PM,0.00004,0.00004,0.00004,0.00037,,
45,11/14/24 01:44:03 PM,0.00004,0.00004,0.00004,0.00037,,
46,11/14/24 01:44:04 PM,0.00004,0.00004,0.00004,0.00037,,
47,11/14/24 01:44:05 PM,0.00004,0.00004,0.00004,0.00037,,
48,11/14/24 01:44:06 PM,0.00004,0.00004,0.00004,0.00037,,
49,11/14/24 01:44:07 PM,0.00004,0.00004,0.00004,0.00037,,
50,11/14/24 01:44:08 PM,0.00004,0.00004,0.00004,0.00037,,
51,11/14/24 01:44:09 PM,0.00004,0.00004,0.00004,0.00037,,
52,11/14/24 01:44:10 PM,0.00004,0.00004,0.00004,0.00037,,
53,11/14/24 01:44:11 PM,0.00004,0.00004,0.00004,0.00037,,
54,11/14/24 01:44:12 PM,0.00004,0.00004,0.00004,0.00037,,
55,11/14/24 01:44:13 PM,0.00004,0.00004,0.00004,0.00037,,
56,11/14/24 01:44:14 PM,0.00004,0.00004,0.00004,0.00037,,
57,11/14/24 01:44:15 PM,0.00004,0.00004,0.00004,0.00037,,
58,11/14/24 01:44:16 PM,0.00004,0.00004,0.00004,0.00037,,
59,11/14/24 01:44:17 PM,0.00004,0.00004,0.00004,0.00037,,
60,11/14/24 01:44:18 PM,0.00004,0.00004,0.00004,0.00037,,
61,11/14/24 01:44:19 PM,0.00004,0.00004,0.00004,0.00037,,
62,11/14/24 01:44:20 PM,0.00004,0.00004,0.00004,0.00037,,
63,11/14/24 01:44:21 PM,0.00004,0.00004,0.63859,4.76374,,
64,11/14/24 01:44:22 PM,2.49996,0.04005,1.32246,4.76374,,
65,11/14/24 01:44:23 PM,2.49996,0.04005,1.52365,4.76191,,
66,11/14/24 01:44:24 PM,2.49996,0.04005,2.19509,4.76741,,
67,11/14/24 01:44:25 PM,2.49996,0.04005,1.43187,4.76521,,
68,11/14/24 01:44:26 PM,2.49996,0.04005,1.52731,4.76301,,
69,11/14/24 01:44:27 PM,2.49996,0.04005,2.17903,4.76960,,
70,11/14/24 01:44:28 PM,2.49996,0.04005,1.40677,4.76558,,
71,11/14/24 01:44:29 PM,2.49996,0.04005,1.58423,4.76411,,
72,11/14/24 01:44:30 PM,2.49996,0.04005,2.15816,4.76851,,
73,11/14/24 01:44:31 PM,2.49996,0.04005,1.64263,4.76631,,
74,11/14/24 01:44:32 PM,2.49996,0.04005,1.39345,4.76228,,
75,11/14/24 01:44:33 PM,2.49996,0.04005,2.15499,4.76667,,
76,11/14/24 01:44:34 PM,2.49996,0.04005,1.45537,4.76594,,
77,11/14/24 01:44:35 PM,2.49996,0.04005,1.53983,4.76374,,
78,11/14/24 01:44:36 PM,2.49996,0.04005,2.11505,4.76851,,
79,11/14/24 01:44:37 PM,2.49996,0.04005,1.30312,4.76521,,
80,11/14/24 01:44:38 PM,2.49996,0.04005,1.85031,4.76558,,
81,11/14/24 01:44:39 PM,2.49996,0.04002,1.92119,4.76814,,
82,11/14/24 01:44:40 PM,2.49996,0.04002,1.31079,4.76191,,
83,11/14/24 01:44:41 PM,2.49996,0.04002,2.15240,4.62055,,
84,11/14/24 01:44:42 PM,2.49996,0.04002,1.46929,4.38618,,
85,11/14/24 01:44:43 PM,2.49996,0.04002,1.76368,4.16974,,
86,11/14/24 01:44:44 PM,2.49996,0.03998,1.95827,3.96503,,
87,11/14/24 01:44:45 PM,2.49996,0.03998,1.30385,3.77276,,
88,11/14/24 01:44:46 PM,2.49996,0.03998,2.13783,3.59222,,
89,11/14/24 01:44:47 PM,2.49996,0.03994,1.68658,3.42412,,
90,11/14/24 01:44:48 PM,2.49996,0.03994,1.54108,3.26812,,
91,11/14/24 01:44:49 PM,2.49996,0.03994,2.05810,3.11797,,
92,11/14/24 01:44:50 PM,2.49996,0.03990,1.31567,2.97881,,
93,11/14/24 01:44:51 PM,2.49996,0.03990,2.09316,2.84660,,
94,11/14/24 01:44:52 PM,2.49996,0.03986,1.76009,2.72062,,
95,11/14/24 01:44:53 PM,2.49996,0.03975,1.56065,2.59867,,
96,11/14/24 01:44:54 PM,2.49996,0.03948,1.98508,2.47379,,
97,11/14/24 01:44:55 PM,2.39696,0.03948,1.25948,2.36173,,
98,11/14/24 01:44:56 PM,2.28511,0.03948,2.18143,2.25516,,
99,11/14/24 01:44:57 PM,2.18372,0.03944,1.35035,2.15555,,
100,11/14/24 01:44:58 PM,2.09014,0.03944,1.85798,2.06180,,
101,11/14/24 01:44:59 PM,2.00046,0.03944,1.84279,1.97501,,
102,11/14/24 01:45:00 PM,1.84749,0.00561,0.01049,0.00037,,
103,11/14/24 01:45:01 PM,0.00034,0.00050,0.00027,0.00037,,
104,11/14/24 01:45:02 PM,0.00023,0.00034,0.00015,0.00037,,
105,11/14/24 01:45:03 PM,0.00015,0.00023,0.00011,0.00037,,
106,11/14/24 01:45:04 PM,0.00011,0.00015,0.00008,0.00037,,
107,11/14/24 01:45:05 PM,0.00008,0.00011,0.00008,0.00037,,
108,11/14/24 01:45:06 PM,0.00008,0.00008,0.00008,0.00037,,
109,11/14/24 01:45:07 PM,0.00004,0.00008,0.00004,0.00037,,
110,11/14/24 01:45:08 PM,0.00004,0.00004,0.00004,0.00037,,
111,11/14/24 01:45:09 PM,0.00004,0.00004,0.00004,0.00037,,
112,11/14/24 01:45:10 PM,0.00004,0.00004,0.00004,0.00037,,
113,11/14/24 01:45:11 PM,0.00004,0.00004,0.00004,0.00037,,
114,11/14/24 01:45:12 PM,0.00004,0.00004,0.00004,0.00037,,
115,11/14/24 01:45:13 PM,0.00004,0.00004,0.00004,0.00037,,
116,11/14/24 01:45:14 PM,0.00004,0.04314,2.15743,2.20609,,
117,11/14/24 01:45:15 PM,2.07744,0.03944,1.46197,2.04605,,
118,11/14/24 01:45:16 PM,1.99264,0.03944,1.66041,1.97391,,
119,11/14/24 01:45:17 PM,1.92866,0.03944,2.04417,1.90726,,
120,11/14/24 01:45:18 PM,1.85470,0.03944,1.31460,1.83291,,
121,11/14/24 01:45:19 PM,1.78531,0.03944,1.94762,1.77029,,
122,11/14/24 01:45:20 PM,1.72530,0.03944,1.92088,1.70364,,
123,11/14/24 01:45:21 PM,1.65743,0.03944,1.33425,1.63845,,
124,11/14/24 01:45:22 PM,1.60487,0.03944,2.15011,1.58389,,
125,11/14/24 01:45:23 PM,1.54326,0.03944,1.68502,1.52200,,
126,11/14/24 01:45:24 PM,1.48497,0.03944,1.36599,1.46780,,
127,11/14/24 01:45:25 PM,1.43168,0.03944,2.12730,1.41543,,
128,11/14/24 01:45:26 PM,1.38254,0.03944,1.79820,1.36489,,
129,11/14/24 01:45:27 PM,1.33471,0.03944,1.28168,1.32021,,
130,11/14/24 01:45:28 PM,1.28676,0.03944,2.17567,1.27553,,
131,11/14/24 01:45:29 PM,1.24487,0.03944,1.72110,1.23415,,
132,11/14/24 01:45:30 PM,1.20871,0.03944,1.34657,1.19460,,
133,11/14/24 01:45:31 PM,1.16983,0.03944,2.15240,1.16201,,
134,11/14/24 01:45:32 PM,1.14057,0.03944,1.45636,1.13124,,
135,11/14/24 01:45:33 PM,1.10414,0.03944,1.62387,1.09938,,
136,11/14/24 01:45:34 PM,1.07092,0.03944,2.05062,1.06569,,
137,11/14/24 01:45:35 PM,1.03834,0.03944,1.28744,1.02504,,
138,11/14/24 01:45:36 PM,1.00652,0.03944,2.10052,0.99940,,
139,11/14/24 01:45:37 PM,0.98268,0.03944,1.81621,0.98073,,
140,11/14/24 01:45:38 PM,0.96590,0.03944,1.36637,0.95912,,
141,11/14/24 01:45:39 PM,0.94636,0.03944,2.14092,0.94081,,
142,11/14/24 01:45:40 PM,0.93080,0.03944,1.27146,0.92689,,
143,11/14/24 01:45:41 PM,0.91543,0.03944,2.07542,0.90895,,
144,11/14/24 01:45:42 PM,0.90021,0.03944,1.78931,0.89137,,
145,11/14/24 01:45:43 PM,0.88060,0.03944,1.42153,0.87672,,
146,11/14/24 01:45:44 PM,0.86751,0.03944,2.10914,0.86317,,
147,11/14/24 01:45:45 PM,0.85035,0.03944,1.24990,0.84486,,
148,11/14/24 01:45:46 PM,0.83577,0.03944,2.15251,0.83204,,
149,11/14/24 01:45:47 PM,0.82528,0.03944,1.60624,0.82033,,
150,11/14/24 01:45:48 PM,0.81453,0.03944,1.62135,0.80897,,
151,11/14/24 01:45:49 PM,0.80385,0.03944,2.05951,0.79799,,
152,11/14/24 01:45:50 PM,0.78695,0.03944,1.68986,0.78480,,
153,11/14/24 01:45:51 PM,0.78145,0.03944,2.15732,0.77601,,
154,11/14/24 01:45:52 PM,0.77344,0.03944,1.59106,0.76942,,
155,11/14/24 01:45:53 PM,0.76127,0.03944,1.68116,0.75587,,
156,11/14/24 01:45:54 PM,0.00034,0.00050,0.00031,0.00037,,
157,11/14/24 01:45:55 PM,0.00027,0.00038,0.00015,0.00037,,
158,11/14/24 01:45:56 PM,0.00019,0.00027,0.00011,0.00037,,
159,11/14/24 01:45:57 PM,0.00011,0.00019,0.00008,0.00037,,
160,11/14/24 01:45:58 PM,0.00008,0.00011,0.00008,0.00037,,
161,11/14/24 01:45:59 PM,0.00008,0.00011,0.00008,0.00037,,
162,11/14/24 01:46:00 PM,0.00004,0.00008,0.00008,0.00037,,
163,11/14/24 01:46:01 PM,0.00004,0.00004,0.00004,0.00037,,
164,11/14/24 01:46:02 PM,0.00004,0.00004,0.00004,0.00037,,
165,11/14/24 01:46:03 PM,0.00004,0.00004,0.00004,0.00037,,
166,11/14/24 01:46:04 PM,0.00004,0.00004,0.00004,0.00037,,
167,11/14/24 01:46:05 PM,0.00004,0.00004,0.00004,0.00037,,
168,11/14/24 01:46:06 PM,0.00004,0.00004,0.00004,0.00037,,
169,11/14/24 01:46:07 PM,0.00004,0.00004,0.00004,0.00037,,
170,11/14/24 01:46:08 PM,0.00004,0.00004,0.00004,0.00037,,
171,11/14/24 01:46:09 PM,0.00004,0.00004,0.00004,0.00037,,
172,11/14/24 01:46:10 PM,0.00004,0.00004,0.00004,0.70460,,
173,11/14/24 01:46:11 PM,0.85779,0.03941,1.93969,0.86207,,
174,11/14/24 01:46:12 PM,0.86770,0.03941,1.27638,0.86500,,
175,11/14/24 01:46:13 PM,0.86301,0.03944,2.16751,0.87013,,
176,11/14/24 01:46:14 PM,0.85424,0.03944,1.72827,0.84010,,
177,11/14/24 01:46:15 PM,0.83005,0.03944,1.46933,0.83095,,
178,11/14/24 01:46:16 PM,0.84863,0.03944,2.10693,0.83717,,
179,11/14/24 01:46:17 PM,0.83379,0.03944,1.31853,0.82582,,
180,11/14/24 01:46:18 PM,0.80957,0.03944,2.04971,0.80824,,
181,11/14/24 01:46:19 PM,0.79992,0.03944,1.81567,0.79799,,
182,11/14/24 01:46:20 PM,0.78885,0.03944,1.45811,0.78334,,
183,11/14/24 01:46:21 PM,0.77390,0.03944,2.05711,0.76869,,
184,11/14/24 01:46:22 PM,0.76127,0.03944,1.24556,0.75917,,
185,11/14/24 01:46:23 PM,0.75448,0.03944,2.18162,0.75294,,
186,11/14/24 01:46:24 PM,0.75204,0.03944,1.25929,0.74965,,
187,11/14/24 01:46:25 PM,0.74788,0.03944,2.15862,0.74452,,
188,11/14/24 01:46:26 PM,0.73888,0.03944,1.31422,0.73463,,
189,11/14/24 01:46:27 PM,0.73377,0.03944,2.13775,0.73207,,
190,11/14/24 01:46:28 PM,0.72709,0.03944,1.35229,0.72108,,
191,11/14/24 01:46:29 PM,0.71454,0.03944,2.13931,0.71009,,
192,11/14/24 01:46:30 PM,0.70214,0.03944,1.46521,0.69801,,
193,11/14/24 01:46:31 PM,0.69173,0.03941,1.95319,0.69032,,
194,11/14/24 01:46:32 PM,0.68318,0.03941,1.67426,0.68299,,
195,11/14/24 01:46:33 PM,0.67723,0.03941,1.83318,0.67420,,
196,11/14/24 01:46:34 PM,0.68074,0.03941,1.85393,0.68043,,
197,11/14/24 01:46:35 PM,0.67643,0.03941,1.60258,0.67604,,
198,11/14/24 01:46:36 PM,0.67506,0.03937,1.92004,0.67201,,
199,11/14/24 01:46:37 PM,0.66949,0.03937,1.42550,0.66542,,
200,11/14/24 01:46:38 PM,0.65728,0.03937,1.92321,0.65699,,
201,11/14/24 01:46:39 PM,0.65160,0.03933,1.43996,0.64820,,
202,11/14/24 01:46:40 PM,0.64237,0.03933,1.91623,0.64051,,
203,11/14/24 01:46:41 PM,0.63668,0.03933,1.62268,0.63429,,
204,11/14/24 01:46:42 PM,0.63176,0.03929,1.87961,0.62916,,
205,11/14/24 01:46:43 PM,0.62039,0.03929,1.80243,0.62074,,
206,11/14/24 01:46:44 PM,0.61810,0.03925,1.69318,0.61964,,
207,11/14/24 01:46:45 PM,0.61185,0.03925,1.99550,0.61012,,
208,11/14/24 01:46:46 PM,0.61059,0.03922,1.40501,0.60829,,
209,11/14/24 01:46:47 PM,0.60353,0.03922,2.08991,0.60316,,
210,11/14/24 01:46:48 PM,0.60193,0.03918,1.44636,0.59950,,
211,11/14/24 01:46:49 PM,0.59522,0.02735,0.03620,0.00037,,
212,11/14/24 01:46:50 PM,0.00034,0.00050,0.00031,0.00037,,
213,11/14/24 01:46:51 PM,0.00023,0.00034,0.00015,0.00037,,
214,11/14/24 01:46:52 PM,0.00015,0.00023,0.00011,0.00037,,
215,11/14/24 01:46:53 PM,0.00011,0.00015,0.00008,0.00037,,
216,11/14/24 01:46:54 PM,0.00008,0.00011,0.00008,0.00037,,
217,11/14/24 01:46:55 PM,0.00008,0.00008,0.00008,0.00037,,
218,11/14/24 01:46:56 PM,0.00004,0.00008,0.00008,0.00037,,
219,11/14/24 01:46:57 PM,0.00004,0.00008,0.00004,0.00037,,
220,11/14/24 01:46:58 PM,0.00004,0.00004,0.00004,0.00037,,
221,11/14/24 01:46:59 PM,0.00004,0.00004,0.00004,0.00037,,
222,11/14/24 01:47:00 PM,0.00004,0.00004,0.00004,0.00037,,
223,11/14/24 01:47:01 PM,0.00004,0.00004,0.00004,0.00037,,
224,11/14/24 01:47:02 PM,0.00004,0.00004,0.00004,0.00037,,
225,11/14/24 01:47:03 PM,0.00004,0.00004,0.00004,0.00037,,
226,11/14/24 01:47:04 PM,0.00004,0.00004,0.00004,0.00037,,
227,11/14/24 01:47:05 PM,0.00004,0.00004,0.00004,0.00037,,
228,11/14/24 01:47:06 PM,0.00004,0.00004,0.00004,0.00037,,
229,11/14/24 01:47:07 PM,0.00004,0.00004,0.00004,0.00037,,
230,11/14/24 01:47:08 PM,0.00004,0.00004,0.00004,0.00037,,
231,11/14/24 01:47:09 PM,0.00004,0.00004,0.00004,0.00037,,
232,11/14/24 01:47:10 PM,0.00004,0.00004,0.00004,0.00037,,
233,11/14/24 01:47:11 PM,0.00004,0.00004,0.00004,0.00037,,
234,11/14/24 01:47:12 PM,0.00004,0.00004,0.00004,0.00037,,
235,11/14/24 01:47:13 PM,0.00004,0.00004,0.00004,0.00037,,
236,11/14/24 01:47:14 PM,0.00004,0.00004,0.00004,0.00037,,
237,11/14/24 01:47:15 PM,0.00004,0.00004,0.00004,0.00037,,
238,11/14/24 01:47:16 PM,0.00004,0.00004,0.00004,0.00037,,
239,11/14/24 01:47:17 PM,0.00004,0.00004,0.00004,0.00037,,
240,11/14/24 01:47:18 PM,0.00004,0.00004,0.00004,0.00037,,
241,11/14/24 01:47:19 PM,0.00004,0.00004,0.00004,0.00037,,
242,11/14/24 01:47:20 PM,0.00004,0.00004,0.00004,0.00037,,
243,11/14/24 01:47:21 PM,0.00004,0.00004,0.00004,0.00037,,
244,11/14/24 01:47:22 PM,0.00004,0.00004,0.00004,0.00037,,
245,11/14/24 01:47:23 PM,0.00004,0.00004,0.00004,0.00037,,
246,11/14/24 01:47:24 PM,0.00004,0.00004,0.00004,0.00037,,
247,11/14/24 01:47:25 PM,0.00004,0.00004,0.00004,0.00037,,
248,11/14/24 01:47:26 PM,0.00004,0.00004,0.00004,0.00037,,
249,11/14/24 01:47:27 PM,0.00004,0.00004,0.00004,0.00037,,
250,11/14/24 01:47:28 PM,0.00004,0.00004,0.00004,0.00037,,
251,11/14/24 01:47:29 PM,0.00004,0.00004,0.00004,0.00037,,
252,11/14/24 01:47:30 PM,0.00004,0.00004,0.00004,0.00037,,
253,11/14/24 01:47:31 PM,0.00004,0.00004,0.00004,0.00037,,
254,11/14/24 01:47:32 PM,0.00004,0.00004,0.00004,0.00037,,
255,11/14/24 01:47:33 PM,0.00004,0.00004,0.00004,0.00037,,
256,11/14/24 01:47:34 PM,0.00004,0.00004,0.00004,0.00037,,
257,11/14/24 01:47:35 PM,0.00004,0.00004,0.00004,0.00037,,
258,11/14/24 01:47:36 PM,0.00004,0.00004,0.00004,0.00037,,
259,11/14/24 01:47:37 PM,0.00004,0.00004,0.00004,0.00037,,
260,11/14/24 01:47:38 PM,0.00004,0.00004,0.00004,0.00037,,
261,11/14/24 01:47:39 PM,0.00004,0.00004,0.00004,0.00037,,
262,11/14/24 01:47:40 PM,0.00004,0.00004,0.00004,0.00037,,
263,11/14/24 01:47:41 PM,0.00004,0.00004,0.00004,0.00037,,
264,11/14/24 01:47:42 PM,0.00004,0.00004,0.00004,0.00037,,
265,11/14/24 01:47:43 PM,0.00004,0.00004,0.00004,0.00037,,
266,11/14/24 01:47:44 PM,0.00004,0.00004,0.00004,0.00037,,
267,11/14/24 01:47:45 PM,0.00004,0.00004,0.00004,0.00037,,
268,11/14/24 01:47:46 PM,0.00004,0.00004,0.00004,0.00037,,
269,11/14/24 01:47:47 PM,0.00004,0.00004,0.00004,0.00037,,
270,11/14/24 01:47:48 PM,0.00004,0.00004,0.00004,0.00037,,
271,11/14/24 01:47:49 PM,0.00004,0.00004,0.00004,0.00037,,
272,11/14/24 01:47:50 PM,0.00004,0.00004,0.00004,0.00037,,
273,11/14/24 01:47:51 PM,0.00004,0.00004,0.00004,0.00037,,
274,11/14/24 01:47:52 PM,0.00004,0.00004,0.00004,0.00037,,
275,11/14/24 01:47:53 PM,0.00004,0.00004,0.00004,0.00037,,
276,11/14/24 01:47:54 PM,0.00004,0.00004,0.00004,0.00037,,
277,11/14/24 01:47:55 PM,0.00004,0.00004,0.00004,0.00037,,
278,11/14/24 01:47:56 PM,0.00004,0.00004,0.00004,0.00037,,
279,11/14/24 01:47:57 PM,0.00004,0.00004,0.00004,0.00037,,
280,11/14/24 01:47:58 PM,0.00004,0.00004,0.00004,0.00037,,
281,11/14/24 01:47:59 PM,0.00004,0.00004,0.00004,0.00037,,
282,11/14/24 01:48:00 PM,0.00004,0.00004,0.00004,0.00037,,
283,11/14/24 01:48:01 PM,0.00004,0.00004,0.00004,0.00037,,
284,11/14/24 01:48:02 PM,0.00004,0.00004,0.00004,0.00037,,
285,11/14/24 01:48:03 PM,0.00004,0.00004,0.00004,0.00037,,
286,11/14/24 01:48:04 PM,0.00004,0.00004,0.00004,0.00037,,
287,11/14/24 01:48:05 PM,0.00004,0.00004,0.00004,0.00037,,
288,11/14/24 01:48:06 PM,0.00004,0.00004,0.00004,0.00037,,
289,11/14/24 01:48:07 PM,0.00004,0.00004,0.00004,0.00037,,
290,11/14/24 01:48:08 PM,0.00004,0.00004,0.00004,0.00037,,
291,11/14/24 01:48:09 PM,0.00004,0.00004,0.00004,0.00037,,
292,11/14/24 01:48:10 PM,0.00004,0.00004,0.00004,0.00037,,
293,11/14/24 01:48:11 PM,0.00004,0.00004,0.00004,0.00037,,
294,11/14/24 01:48:12 PM,0.00004,0.00004,0.00004,0.00037,,
295,11/14/24 01:48:13 PM,0.00004,0.00004,0.00004,0.00037,,
296,11/14/24 01:48:14 PM,0.00004,0.00004,0.00004,0.00037,,
297,11/14/24 01:48:15 PM,0.00004,0.00004,0.00004,0.00037,,
298,11/14/24 01:48:16 PM,0.00004,0.00004,0.00004,0.00037,,
299,11/14/24 01:48:17 PM,0.00004,0.00004,0.00004,0.00037,,
300,11/14/24 01:48:18 PM,0.00004,0.00004,0.00004,0.00037,,
301,11/14/24 01:48:19 PM,0.00004,0.00004,0.00004,0.00037,,
302,11/14/24 01:48:20 PM,0.00004,0.00004,0.00004,0.00037,,
303,11/14/24 01:48:21 PM,0.00004,0.00004,0.00004,0.00037,,
304,11/14/24 01:48:22 PM,0.00004,0.00004,0.00004,0.00037,,
305,11/14/24 01:48:23 PM,0.00004,0.00004,0.00004,0.00037,,
306,11/14/24 01:48:24 PM,0.00004,0.00004,0.00004,0.00037,,
307,11/14/24 01:48:25 PM,0.00004,0.00004,0.00004,0.00037,,
308,11/14/24 01:48:26 PM,0.00004,0.00004,0.00004,0.00037,,
309,11/14/24 01:48:27 PM,0.00004,0.00004,0.00004,0.00037,,
310,11/14/24 01:48:28 PM,0.00004,0.00004,0.00004,0.00037,,
311,11/14/24 01:48:29 PM,0.00004,0.00004,0.00004,0.00037,,
312,11/14/24 01:48:30 PM,0.00004,0.00004,0.00004,0.00037,,
313,11/14/24 01:48:31 PM,0.00004,0.00004,0.00004,0.00037,,
314,11/14/24 01:48:32 PM,0.00004,0.00004,0.00004,0.00037,,
315,11/14/24 01:48:33 PM,0.00004,0.00004,0.00004,0.00037,,
316,11/14/24 01:48:34 PM,0.00004,0.00004,0.00004,0.00037,,
317,11/14/24 01:48:35 PM,0.00004,0.00004,0.00004,0.00037,,
318,11/14/24 01:48:36 PM,0.00004,0.00004,0.00004,0.00037,,
319,11/14/24 01:48:37 PM,0.00004,0.00004,0.00004,0.00037,,
320,11/14/24 01:48:38 PM,0.00004,0.00004,0.00004,0.00037,,
321,11/14/24 01:48:39 PM,0.00004,0.00004,0.00004,0.00037,,
322,11/14/24 01:48:40 PM,0.00004,0.00004,0.00004,0.00037,,
323,11/14/24 01:48:41 PM,0.00004,0.00004,0.00004,0.00037,,
324,11/14/24 01:48:42 PM,0.00004,0.00004,0.00004,0.00037,,
325,11/14/24 01:48:43 PM,0.00004,0.00004,0.00004,0.00037,,
326,11/14/24 01:48:44 PM,0.00004,0.00004,0.00004,0.00037,,
327,11/14/24 01:48:45 PM,0.00004,0.00004,0.00004,0.00037,,
328,11/14/24 01:48:46 PM,0.00004,0.00004,0.00004,0.00037,,
329,11/14/24 01:48:47 PM,0.00004,0.00004,0.00004,0.00037,,
330,11/14/24 01:48:48 PM,0.00004,0.00004,0.00004,0.00037,,
331,11/14/24 01:48:49 PM,0.00004,0.00004,0.00004,0.00037,,
332,11/14/24 01:48:50 PM,0.00004,0.00004,0.00004,0.00037,,
333,11/14/24 01:48:51 PM,0.00004,0.00004,0.00004,0.00037,,
334,11/14/24 01:48:52 PM,0.00004,0.00004,0.00004,0.00037,,
335,11/14/24 01:48:53 PM,0.00004,0.00004,0.00004,0.00037,,
336,11/14/24 01:48:54 PM,0.00004,0.00004,0.00004,0.00037,,
337,11/14/24 01:48:55 PM,0.00004,0.00004,0.00004,0.00037,,
338,11/14/24 01:48:56 PM,0.00004,0.00004,0.00004,0.00037,,
339,11/14/24 01:48:57 PM,0.00004,0.00004,0.00004,0.00037,,
340,11/14/24 01:48:58 PM,0.00004,0.00004,0.00004,0.00037,,
341,11/14/24 01:48:59 PM,0.00004,0.00004,0.00004,0.00037,,
342,11/14/24 01:49:00 PM,0.00004,0.00004,0.00004,0.00037,,
343,11/14/24 01:49:01 PM,0.00004,0.00004,0.00004,0.00037,,
344,11/14/24 01:49:02 PM,0.00004,0.00004,0.00004,0.00037,,
345,11/14/24 01:49:03 PM,0.00004,0.00004,0.00004,0.00037,,
346,11/14/24 01:49:04 PM,0.00004,0.00004,0.00004,0.00037,,
